Entry content,Entrycontent link
"birokratízem -zma m (ī) nav. slabš. \n1. sistem v javni upravi, v katerem odloča uradništvo: birokratizem je naperjen proti koristim ljudskih množic; državni birokratizem\n2. formalistično, neživljenjsko poslovanje uradništva: v urade se je vgnezdil birokratizem; boriti se proti pojavom birokratizma / ostanki birokratizma birokratske miselnosti\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",birokratízem
"birokratizírati -am nedov. in dov. (ȋ) nav. slabš. uvajati birokratizem: birokratizirati družbene odnose; ustanova se je birokratizirala\nbirokratizíran -a -o: birokratizirani državni aparat\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",birokratizírati
"birokrátski -a -o prid. (ȃ) nav. slabš. nanašajoč se na birokrate ali birokracijo: državni birokratski aparat; birokratski odnosi v podjetjih; privilegirana birokratska kasta; birokratska miselnost; razraščanje birokratskih tendenc; birokratsko poseganje v razvoj; birokratsko-centralistične težnje / birokratski obraz; birokratska natančnost\nbirokrátsko prisl.: birokratsko suhoparna govorica\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",birokrátski
"bizantínec -nca m (ȋ) \n1. slabš., redko klečeplazen, hinavski človek: pretkan bizantinec\n2. nekdaj bizantinski zlatnik: polna mošnja bizantincev\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bizantínec
"bizantinízem -zma m (ī) \n1. slabš. klečeplazno, hinavsko prilizovanje oblastnikom: bizantinizem je bil njegovi naravi zoprn\n2. značilnosti bizantinske kulture in umetnosti\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bizantinízem
"bizantínski -a -o prid. (ȋ) nanašajoč se na Bizantince ali Bizanc: bizantinsko cesarstvo / cerkev v bizantinskem slogu; bizantinska umetnost\n♦ rel. bizantinski križ križ z eno daljšo prečnico in dvema krajšima\n // slabš. klečeplazen, hinavski: zoprn tip bizantinskega človeka \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bizantínski
"bizantínstvo -a s (ȋ) \n1. slabš. klečeplazno, hinavsko prilizovanje oblastnikom: boriti se proti bizantinstvu\n2. značilnosti bizantinske kulture in umetnosti: pozna antika prehaja v bizantinstvo\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bizantínstvo
"biznis tudi business -a [bíznis] m (ȋ) zlasti v ameriškem okolju poslovna dejavnost, ki prinaša dobiček: tovarnar se razume na biznis / dober biznis / slabš. celo ljubezen in smrt so spremenili v biznis \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",biznis
"bízniški -a -o prid. (ȋ) slabš. nanašajoč se na biznis: bizniški vpliv ameriških razmer \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bízniški
"blebèt -éta m (ȅ ẹ́) slabš. nespametno, nepremišljeno govorjenje: ženski blebet / nerazumljiv bolezenski blebet \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",blebèt
"blebetáč -a m (á) slabš. kdor nespametno, nepremišljeno govori: čisto navaden blebetač je; veljal je za blebetača; neresen, površen blebetač \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",blebetáč
"blebetáti -ám in -éčem nedov. (á ȃ, ẹ́) \n1. slabš. nespametno, nepremišljeno govoriti: povej, pa ne blebetaj toliko / blebetati neumnosti; blebeta, kar mu pride na misel\n2. dajati kratke, nerazločne glasove, podobne govorjenju: dete blebeta; blebetati nerazumljive besede\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",blebetáti
"blebetàv -áva -o prid. (ȁ á) slabš. ki (rad) blebeta: blebetav človek / blebetavo dete \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",blebetàv
"blebetávec -vca m (ȃ) slabš. kdor nespametno, nepremišljeno govori: nepremišljen blebetavec \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",blebetávec
"blebetávost -i ž (á) slabš. lastnost blebetavega človeka: njena blebetavost mu preseda \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",blebetávost
"blebetúlja -e ž (ú) slabš. kdor nespametno, nepremišljeno govori, zlasti ženska: stara blebetulja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",blebetúlja
"bledíca -e ž (í) bleda barva (polti): bledica mu pokriva obraz; rahla bledica; sumljiva, smrtna bledica; bledica lic / pooseb., slabš. Nickova hči, kako ji je že ime, tej bledici? (J. Galsworthy - O. Župančič) \n♦ agr. bolezenska bledo zelena barva rastlin; kloroza \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bledíca
"bledolíčnik -a m (ȋ) ekspr. kdor ima bleda lica: tisti bledoličnik se nekaj suče okoli nje\n // slabš., v indijanskem okolju belec: napodite bledoličnike \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bledolíčnik
"bledúh -a m (ū) slabš., redko bled človek: ne maram tega bleduha \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bledúh
"blekáti -ám nedov. (á ȃ) slabš. nespametno, nepremišljeno govoriti: kar tjavdan bleka \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",blekáti
"blêkniti -em in blékniti -em dov. (é ȇ; ẹ́ ẹ̑) slabš. \n1. v naglici izreči kaj nepremišljenega ali neumnega: nič ne premisli, kar blekne; blekniti neumnost; ušla je, je bleknil tja v tri dni / menda nisi komu kaj bleknil o tem izklepetal\n2. reči, povedati: kaj stojiš in zijaš? Blekni vendar kaj\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",blêkniti
"blêsti blêdem nedov., blêdel in blédel blêdla, stil. blèl blêla (é) v vročici zmedeno govoriti: bolnik blede; vso noč je bledel o bojih; nerazumljivo, zmedeno blesti; s smiselnim osebkom v dajalniku: vročino ima in blede se ji; star. blede se mu v glavi / bledlo se ji je, da pada v brezno\n // slabš. govoriti, pripovedovati: vse je laž, kar ljudje bledejo o meni\n● ekspr. zaboga, ali se ti blede zakaj govoriš, ravnaš tako neumno \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",blêsti
"blufêr in blefêr -ja m (ȇ) pog., slabš. kdor blufira: to ni umetnik, to je blufer / blufer pri pokru \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",blufêr
"bóbnati -am nedov. (ọ̑) \n1. udarjati, igrati (na) boben: bobnar bobna; preh. bobnati koračnico\n // z enakomernim udarjanjem povzročati votle glasove: dež bobna na šipe, po pločevinasti strehi; bobnati s prsti po mizi\n2. preh., star. ob bobnanju naznanjati: birič je bobnal, da bo popoldne dražba\n // slabš. vsepovsod razglašati: bobnala je novico po vsej vasi\nbobnajóč -a -e: bobnajoči bobnarji; knjiž. bobnajoči (topniški) ogenj bobneči\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bóbnati
"bobnéti -ím nedov. (ẹ́ í) \n1. dajati močne, zamolkle glasove: sod bobni; zemlja bobni pod koraki; brezoseb. v zemlji je votlo bobnelo\n // bobneč se hitro premikati: reka bobni čez jez; skale bobnijo v dolino / prst je bobnela po krsti bobneče udarjala\n2. slabš., redko vzneseno, a vsebinsko prazno govoriti: govornik bobni z odra\nbobnèč -éča -e: vlak je bobneč zdrvel čez most; bobneč slap; bobneče besede, fraze\n♦ voj. bobneči ogenj močno streljanje iz vseh vrst artilerijskega orožja\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bobnéti
"bolháč -a [u̯h] m (á) \n1. bot. sredozemska rastlina, iz katere se pridobiva prah proti mrčesu, Chrysanthemum cinerariaefolium: učinkovit insekticid iz bolhača\n // prah proti mrčesu iz cvetov te rastline: bolhe preženemo z bolhačem\n2. zool. kapusnicam škodljiv hrošč, Haltica: zatirati bolhača\n3. slabš. kdor ima veliko bolh: razgnali jih bodo, bolhače\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bolháč
"bónec -nca m (ọ̑) \n1. v budističnem okolju menih: bonec zažiga kadilo\n2. slabš., redko vplivna oseba stranke: nacistični bonci\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bónec
"borníran -a -o prid. (ȋ) knjiž., nav. slabš. omejen, neumen: bornirani malomeščani; drži se svojih borniranih principov \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",borníran
"borníranec -nca m (ȋ) knjiž., nav. slabš. omejen, neumen človek: ima ga za borniranca \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",borníranec
"borníranost -i ž (ȋ) knjiž., nav. slabš. omejenost, neumnost: v svoji borniranosti ne more razumeti tega; kulturna borniranost \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",borníranost
"borzijánec -nca m (ȃ) kdor se ukvarja z borznimi kupčijami: zbrali so se finančniki in borzijanci / slabš. nisem nikak borzijanec \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",borzijánec
"bránjar -ja m (ā) nav. slabš. trgovec z drobnim, cenenim blagom: branjar je razstavil svoje blago \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bránjar
"branjaríja -e ž (ȋ) nav. slabš. manjša trgovina, v kateri se prodaja drobno, ceneno blago: odpreti branjarijo; kupiti v branjariji \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",branjaríja
"bránjevski -a -o prid. (á) nanašajoč se na branjevce: visoko naložene branjevske cize / branjevski sejem / slabš. opustitev branjevskega trgovanja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bránjevski
"bránža -e ž (ȃ) \n1. nav. rod. ed., slabš. vrsta, sorta: saj so vsi iste branže; gospoda vseh branž\n2. redko stroka, zvrst, panoga: povezava papirništva in podobnih branž s knjigotrštvom\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bránža
"brénkati -am nedov. (ẹ̑) \n1. s trzljaji igrati na glasbilo s strunami: brenkati na harfo, kitaro\n // slabš. igrati na klavir: kar naprej brenka po klavirju\n2. ekspr. govoriti, praviti: vedno nam brenka o tem\n● ekspr. zdaj brenka na drugačne strune govori, ravna drugače kot prej; ekspr. brenkati na čustvene strune skušati vplivati na čustva; govoriti čustveno\nbrenkajóč -a -e: tiho brenkajoč na plunko\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",brénkati
"brenkljáti -ám nedov. (á ȃ) narahlo brenkati: brenkljal je na kitaro in mrmral napev / balalajke so brenkljale / slabš. venomer brenklja po klavirju igra nanj \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",brenkljáti
"brénta -e ž (ẹ̑) visoka lesena posoda, navadno za grozdje, ki se nosi na hrbtu: nesti z grozdjem napolnjeno brento; težka brenta; debel ko brenta / ekspr. polokal ga je celo brento zelo veliko\n // slabš. debela ženska: kakšna brenta je! \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",brénta
"brezdúšen -šna -o prid. (ū ȗ) ki je brez usmiljenja, sočutja: brezdušen malopridnež, trinog / boj proti brezdušnemu izkoriščanju\n // slabš. ki je brez čustev sploh: bil je brezdušen birokrat / brezdušen obraz, smehljaj\nbrezdúšno prisl.: brezdušno zatirati podložnike\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",brezdúšen
"brezúmnež -a m (ȗ) knjiž. brezumen človek: brezumnež ni odgovoren za svoje ravnanje; kot brezumnež je tekal po sobi / slabš. kateri brezumnež je zasnoval ta načrt \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",brezúmnež
"brezzvézen -zna -o prid. (ẹ̑) ki je brez smiselne medsebojne zveze: izgovarjati brezzvezne besede; po glavi so mu rojile brezzvezne misli / slabš. brezzvezno jecljanje v njegovi knjigi / druščina se je predala lahkotnemu, brezzveznemu pogovoru\nbrezzvézno prisl.: brezzvezno govoriti\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",brezzvézen
"brlòg -óga m (ȍ ọ́) \n1. bivališče zveri, zlasti v kaki votlini: medved se zavleče v svoj brlog; lisičji, volčji brlog / skrival se je po brlogih pred vojaščino / ekspr. čas je, da zlezem v svoj brlog v posteljo, na ležišče\n2. ekspr. slabo, neprimerno stanovanje: živi v vlažnem kletnem brlogu\n3. slabš. skrivališče, zbirališče ničvrednih, slabih ljudi: odkrili so razbojniški brlog / kvartopirski brlog\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",brlòg
"brúclja -e ž (ȗ) žarg., slabš. brucka \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",brúclja
"brucúlja -e ž (ú) žarg., slabš. brucka: bruculje zapišejo vsako profesorjevo besedo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",brucúlja
"brús -a m (ȗ) \n1. kamen ali priprava za brušenje: z nogo poganjati brus; z brusom gladiti kamen; potegniti z brusom po kosi; ročni brus / knjiž. jezikovni brus priročnik z nasveti za odpravljanje jezikovnih napak\n2. redko način brušenja, stopnja izbrušenosti: dvignil je briljant proti luči, da bi ocenil brus in lesk\n3. slabš. neroden, velik človek, navadno mlajši: tak brus si že, pa se še z otroki podiš; spravi se že ven, brus brusasti!\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",brús
"brusíti2 in brúsiti -im nedov. (ī ú) s silo izmetavati iz ust: konj brusi vodo iz gobca; žvečil je kruh in brusil iz ust prežvečeno kašo\n // pog., slabš. govoriti, pripovedovati: boli ga, da mu sin brusi take besede; brusi kletve in psovke na vse; take mu je brusil \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",brusíti
"búčman -a m (ȗ) šalj. fant: z bučmani ima učitelj več težav kot z dekleti / ponosen je na svoje tri bučmane sinove\n // kot nagovor umaknite se, bučmani\n // slabš. trmast ali nekoliko omejen človek: ti si pa bučman; ta bučman si ne da nič dopovedati / kot psovka bučman zabiti \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",búčman
"bulváren -rna -o prid. (ȃ) nanašajoč se na bulvar: bulvarna kavarna\n // slabš. lahkoten, malo vreden, plehek: bulvarni tisk; bulvarna komediografija / bulvarno gledališče \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bulváren
"bulvárski -a -o prid. (ȃ) nanašajoč se na bulvar: bulvarska restavracija\n // slabš. lahkoten, malo vreden, plehek: bulvarski tisk; bulvarska dramatika \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",bulvárski
"búndra -e ž (ȗ) nar., slabš. debela ženska: Ni bila lepa, prava bundra, a on je bil ves zateleban vanjo (F. Bevk) \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",búndra
"búnka -e ž (ȗ) \n1. oteklina, navadno od udarca: iz pretepa je odnesel bunko na čelu\n // nav. mn., ekspr., raba peša močen udarec, navadno s pestjo: dobiti bunke; naložiti bunke\n2. pog. glavič, betiček: palica s srebrno bunko / na vrtu imajo pisane steklene bunke krogle\n3. slabš. debela, nerodna ženska: tisto bunko je prosil za ples; debela bunka / bila je prava kmečka bunka\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",búnka
"burkáštvo -a s (ȃ) slabš. norčije, groba norčavost: uganjati bedasto burkaštvo; igra je prešla v burkaštvo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",burkáštvo
"buršák -a m (á) nav. slabš., nekdaj član nemškega visokošolskega društva; burš: za izzivanje buršakov se niso zmenili \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",buršák
"buržoazíja -e [tudi -žua-] ž (ȋ) v kapitalizmu ekonomsko in politično vladajoči razred, meščanstvo: buržoazija se je krepila; mednarodna buržoazija; predstavnik buržoazije; ideologija buržoazije; spopad med buržoazijo in proletariatom\n♦ soc. drobna buržoazija lastniki proizvajalnih sredstev v kapitalizmu, ki živijo od lastnega proizvajalnega dela\n // slabš., redko meščanstvo sploh: na vasi išči poštenjaka, ne pa med našo buržoazijo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",buržoazíja
"buržúj -a m (ȗ) pripadnik buržoazije: nasprotja med delavci in buržuji; živijo kot buržuji\n // nav. slabš. premožen, brezskrbno živeč človek: mercedes imajo, buržuji / kot psovka prekleti buržuj \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",buržúj
"buržújstvo -a s (ȗ) redko \n1. buržoazija: ameriško buržujstvo\n2. nav. slabš. miselnost, lastnosti buržujev: moti ga njeno buržujstvo\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",buržújstvo
"búša -e ž (ú) majhno, trebušasto govedo s kratkimi rogovi: v Bosni redijo buše; hrvaške buše\n // slabš. slabo raščena krava: v hlevu ima le tri buše; mršava buša \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",búša
